user_path_Compressed,unique_visitors,unique_visits
Home (X2)~Store search results~product detail page (X3)~[Home~product detail page] (X2)~Home~product detail page (X4),1,1
Home~product detail page (X7)~Home~product detail page (X5)~Page Unavailable~product detail page (X5),1,1
Home~product detail page (X7)~Home~product detail page~Home~product detail page (X3)~Home,1,1
Home~product detail page (X7)~Home~product detail page (X5),1,1
Home~product detail page (X7)~Home~product detail page (X4)~[Home~product detail page] (X3)~Home~product detail page (X3)~Home~product detail page~Home~product detail page (X7),1,1
Home~product detail page (X7)~Home~product detail page (X4)~Shopping Cart~product detail page~Shopping Cart~The Google Merchandise Store - Log In (X7)~Home (X2)~Shopping Cart (X3)~Home~product detail page~Home~product detail page (X5)~Shopping Cart~product detail page,1,1
Home~product detail page (X7)~Home~product detail page (X4)~Shopping Cart~The Google Merchandise Store - Log In,1,1
Home~product detail page (X7)~Home~product detail page (X4)~Home~product detail page (X5)~Home~product detail page (X14)~Home (X2)~product detail page (X3),1,1
Home~product detail page (X7)~Home~product detail page (X4)~Home~product detail page (X13),1,1
Home~product detail page (X7)~Home~product detail page~Home~product detail page (X2)~Home~product detail page~Home~product detail page (X5)~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart~Checkout Your Information~Payment Method~Checkout Review~Checkout Confirmation (X2),1,1
Home~product detail page (X7)~Home~product detail page~Shopping Cart~product detail page~Frequently Asked Questions,1,1
Home~product detail page (X7)~Home~product detail page (X4),1,1
Home~product detail page (X7)~Shipping Information~product detail page (X6),1,1
Home~product detail page (X7)~Shopping Cart (X2)~The Google Merchandise Store - Log In,1,1
Home~product detail page (X7)~Shopping Cart (X2)~Home,1,1
Home~product detail page (X7)~Shopping Cart (X2)~Checkout Your Information~Payment Method (X2)~Checkout Review~Checkout Confirmation (X2),1,1
Home~product detail page (X7)~Shopping Cart (X2)~Checkout Your Information~Payment Method,1,1
Home~product detail page (X7)~Shopping Cart (X2),1,1
Home (X2)~Store search results~product detail page (X3)~Shopping Cart~The Google Merchandise Store - Log In (X2)~Home~Shopping Cart~Checkout Your Information~Shopping Cart,1,1
Home~product detail page (X7)~Shipping Information~Shopping Cart,1,1
Home~product detail page (X7)~Page Unavailable (X2),1,1
Home~product detail page (X7)~Shipping Information~Frequently Asked Questions~product detail page,1,1
Home~product detail page (X7)~Shipping Information,1,1
Home~product detail page (X7)~Return Policy~product detail page (X6),1,1
Home~product detail page (X7)~Page Unavailable~product detail page (X6),1,1
Home~product detail page (X7)~Page Unavailable~product detail page (X5)~Home~product detail page (X12),1,1
Home~product detail page (X7)~Page Unavailable~[Shopping Cart (X2)~product detail page (X2)] (X2)~Store search results (X2)~product detail page (X6)~The Google Merchandise Store - Log In (X2)~Home (X2)~product detail page~Page Unavailable (X2)~product detail page~Shopping Cart~Checkout Your Information (X2)~Payment Method~Shopping Cart (X2)~Checkout Your Information~Payment Method~Shopping Cart~Checkout Review~Checkout Confirmation (X2),1,1
Home~product detail page (X7)~Home~product detail page (X4)~Home~Shopping Cart~The Google Merchandise Store - Log In (X2)~Home~Shopping Cart~Checkout Your Information (X2)~Payment Method~Checkout Review~Checkout Confirmation (X2),1,1
Home~product detail page (X7)~Home~product detail page (X35),1,1
Home~product detail page (X7)~Home (X2)~Spring Sale,1,1
Home~product detail page (X7)~Home (X2)~product detail page~Home,1,1
Home~product detail page (X7)~Home~Shopping Cart~Home,1,1
Home~product detail page (X7)~Home~Frequently Asked Questions,1,1
Home~product detail page (X7)~Home (X4),1,1
Home~product detail page (X7)~Home (X3)~product detail page~Shopping Cart~The Google Merchandise Store - Log In~The Google Merchandise Store - Register~The Google Merchandise Store - Log In (X2)~The Google Merchandise Store - Register~The Google Merchandise Store - Log In~The Google Merchandise Store - Register (X2)~[The Google Merchandise Store - Log In~The Google Merchandise Store - Register] (X2)~The Google Merchandise Store - Log In (X2),1,1
Home~product detail page (X7)~Home (X3)~The Google Merchandise Store - My Account (X3)~Shopping Cart,1,1
Home~product detail page (X7)~Home (X2)~product detail page~Home~product detail page (X4)~Home (X2)~product detail page (X8),1,1
Home~product detail page (X7)~Home (X2)~product detail page (X5)~Shopping Cart~product detail page (X6),1,1
Home~product detail page (X7)~Home~Store search results~[product detail page (X2)~Home] (X2),1,1
Home~product detail page (X7)~Home (X2)~product detail page (X5)~Shopping Cart~Checkout Your Information~Payment Method~product detail page (X3)~Shopping Cart~Checkout Your Information~Payment Method~Checkout Review~Checkout Confirmation (X2),1,1
Home~product detail page (X7)~Home (X2)~product detail page (X5)~Home (X2)~product detail page,1,1
Home~product detail page (X7)~Home (X2)~product detail page (X3)~Shopping Cart,1,1
Home~product detail page (X7)~Home (X2)~product detail page (X3)~Home~product detail page (X10),1,1
Home~product detail page (X7)~Home (X2)~[product detail page~Home] (X2)~product detail page,1,1
Home~product detail page (X7)~Home (X2)~The Google Merchandise Store - Log In (X2)~Home (X3)~Store search results~product detail page (X7),1,1
Home~product detail page (X7)~Home~Store search results (X2)~product detail page (X5),1,1
Home~product detail page (X7)~Home~The Google Merchandise Store - Log In (X2)~Home~product detail page (X4)~Home~product detail page~Home,1,1
Home~product detail page (X7)~Home~product detail page (X22)~Shopping Cart~The Google Merchandise Store - Log In (X2)~Home~Shopping Cart~Checkout Your Information~Payment Method~Checkout Review (X2),1,1
Home~product detail page (X7)~Home~product detail page (X2)~Home (X7),1,1
Home~product detail page (X7)~Home~product detail page (X2)~The Google Merchandise Store - My Account~product detail page~The Google Merchandise Store - My Account~product detail page (X2),1,1
Home~product detail page (X7)~Home~product detail page (X2)~Store search results (X2)~product detail page~Store search results~[Shopping Cart~product detail page] (X2)~Store search results (X2)~Shopping Cart (X2)~The Google Merchandise Store - Log In~Checkout Your Information~Payment Method (X2)~Checkout Confirmation (X2),1,1
Home~product detail page (X7)~Home~product detail page (X2)~Shopping Cart~The Google Merchandise Store - Log In (X2)~[Home~Shopping Cart] (X2)~product detail page (X2)~Shopping Cart~Home~product detail page (X4)~Shopping Cart~Checkout Your Information,1,1
Home~product detail page (X7)~Home~product detail page (X2)~Shopping Cart~Home~Frequently Asked Questions,1,1
Home~product detail page (X7)~Home~product detail page (X2)~Home~product detail page~Home~product detail page (X2)~Home (X2)~product detail page (X3),1,1
Home~product detail page (X7)~Home~product detail page (X2)~Home~product detail page,1,1
Home~product detail page (X7)~Home~product detail page (X2)~Home (X2)~product detail page (X2)~Shopping Cart,1,1
Home (X2)~Store search results~product detail page (X4)~Home~product detail page,1,1
Home (X2)~Store search results~product detail page (X4)~Home (X2)~product detail page (X2),1,1
Home~product detail page (X7)~Home~product detail page (X14)~Home~Store search results (X3)~product detail page~Store search results (X6)~product detail page,1,1
Home~product detail page (X7)~Home~product detail page (X13)~Shopping Cart~product detail page (X8)~Shopping Cart~product detail page (X4)~Shopping Cart,1,1
Home~product detail page (X7)~Home~product detail page (X13),1,1
Home~product detail page (X7)~Home~product detail page (X11),1,1
Home~product detail page (X7)~Home~product detail page (X10)~Shopping Cart~product detail page (X5),1,1
Home~product detail page (X5)~Shopping Cart~The Google Merchandise Store - Log In (X2)~Home~Shopping Cart~Checkout Your Information~Home~product detail page (X2),1,1
Home~product detail page (X5)~Shopping Cart~The Google Merchandise Store - Log In (X2)~Home~Shopping Cart~Checkout Your Information~Frequently Asked Questions,1,1
Home~product detail page (X5)~Shopping Cart~The Google Merchandise Store - Log In (X2)~Home~Shopping Cart~Checkout Your Information (X2)~product detail page~Store search results,1,1
Home~product detail page (X4)~Shopping Cart~Checkout Your Information~Clearance Sale~Payment Method (X2)~Checkout Review~Checkout Confirmation (X2)~Home~The Google Merchandise Store - My Account (X3)~Home,1,1
Home~product detail page (X4)~Shopping Cart~The Google Merchandise Store - Log In (X2)~Home~Shopping Cart~product detail page,1,1
Home~product detail page (X4)~Shopping Cart~The Google Merchandise Store - Log In (X2)~Home~Shopping Cart~Checkout Your Information~product detail page~Payment Method~Checkout Your Information~Payment Method (X3)~Checkout Your Information~Shopping Cart (X2),1,1
Home~product detail page (X4)~Shopping Cart~The Google Merchandise Store - Log In (X2)~Home~Shopping Cart~Checkout Your Information~Store search results (X2)~Shopping Cart~product detail page (X2)~Shopping Cart~product detail page~Shopping Cart~Checkout Your Information~Shopping Cart~product detail page (X6),1,1
Home~product detail page (X4)~Shopping Cart~The Google Merchandise Store - Log In (X2)~Home~Shopping Cart~Checkout Your Information~Shopping Cart~product detail page (X13),1,1
Home (X2)~The Google Merchandise Store - Log In (X2)~Home (X2)~The Google Merchandise Store - My Account (X3)~Home,1,1
Home~product detail page (X4)~Shopping Cart~The Google Merchandise Store - Log In (X2)~Home~Shopping Cart~Checkout Your Information~Payment Method~Home~Shopping Cart~Checkout Your Information~Payment Method,1,1
Home~product detail page (X4)~Shopping Cart~The Google Merchandise Store - Log In (X2)~Home~Shopping Cart~Checkout Your Information~Payment Method~Checkout Your Information~Shopping Cart (X2),1,1
Home~product detail page (X4)~Shopping Cart~The Google Merchandise Store - Log In (X2)~Home~Shopping Cart~Checkout Your Information~Payment Method~Checkout Review~Payment Method (X2)~Checkout Review~Checkout Confirmation (X2),1,1
Home~product detail page (X4)~Shopping Cart~The Google Merchandise Store - Log In (X2)~Home~Shopping Cart~Checkout Your Information~Payment Method~Checkout Review (X2)~Shopping Cart~Checkout Your Information~Payment Method~Checkout Review (X2)~The Google Merchandise Store - Log In,1,1
Home~product detail page (X4)~Shopping Cart~The Google Merchandise Store - Log In (X2)~Home~Shopping Cart~Checkout Your Information~Payment Method~Checkout Confirmation (X2),1,1
Home~product detail page (X4)~Shopping Cart~The Google Merchandise Store - Log In (X2)~Home~Shopping Cart~Checkout Your Information~Payment Method,1,1
Home~product detail page (X4)~Shopping Cart~The Google Merchandise Store - Log In (X2)~Home~Shopping Cart~Checkout Your Information~Home (X3)~Shopping Cart~Checkout Your Information,1,1
Home~product detail page (X4)~Shopping Cart~The Google Merchandise Store - Log In (X2)~Home~Shopping Cart~Checkout Your Information~Home,1,1
Home~product detail page (X4)~Shopping Cart~The Google Merchandise Store - Log In (X2)~Home~Shopping Cart~Checkout Your Information (X2)~Payment Method~Checkout Review~Checkout Confirmation (X2),1,1
Home~product detail page (X4)~Shopping Cart~The Google Merchandise Store - Log In (X2)~Home~Shopping Cart~Checkout Your Information (X2)~Payment Method (X3)~Checkout Review~Checkout Confirmation (X2)~The Google Merchandise Store - Log In,1,1
Home~product detail page (X4)~Shopping Cart~The Google Merchandise Store - Log In (X2)~Home~The Google Merchandise Store - My Account (X2)~Home~The Google Merchandise Store - Log In~Home~The Google Merchandise Store - My Account (X5),1,1
Home~product detail page (X4)~Shopping Cart~The Google Merchandise Store - Log In (X2)~Home~product detail page (X14),1,1
Home~product detail page (X4)~Shopping Cart~The Google Merchandise Store - Log In (X2)~Home~product detail page (X3)~Home (X2)~Shopping Cart (X2)~Checkout Your Information~Shopping Cart (X2)~Checkout Your Information (X2)~Payment Method~Checkout Review~Checkout Confirmation (X2),1,1
Home~product detail page (X4)~Shopping Cart~The Google Merchandise Store - Log In (X3)~Home~Shopping Cart (X2)~Checkout Your Information~Payment Method~Checkout Review~Checkout Confirmation (X2),1,1
Home~product detail page (X4)~Shopping Cart~The Google Merchandise Store - Log In (X3)~Shopping Cart,1,1
Home~product detail page (X4)~Shopping Cart~The Google Merchandise Store - Log In (X3)~Home~product detail page~Shopping Cart~product detail page (X12)~Shopping Cart~Checkout Your Information (X2)~Payment Method~Checkout Review~Payment Method~Checkout Your Information (X2)~Payment Method~Checkout Review~Checkout Confirmation,1,1
Home~product detail page (X4)~Shopping Cart~The Google Merchandise Store - Log In (X3)~Home~product detail page (X2)~Shopping Cart~[Checkout Your Information~Payment Method] (X2)~Checkout Review~Checkout Confirmation (X2),1,1
