user_path_Compressed_no_Counts,is_frustrated,frustrated_reasons
product detail page~Store search results~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information~Payment Method~Shopping Cart~The Google Merchandise Store - My Account,Y,form_friction|payment_friction
product detail page~Home~product detail page~Shopping Cart~Home~Shopping Cart~product detail page~Shopping Cart~product detail page~Home~Shopping Cart~product detail page~Shopping Cart~product detail page~Clearance Sale~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart~The Google Merchandise Store - Log In~Home~product detail page~The Google Merchandise Store - Log In,Y,account_blocked|indecision
product detail page~Shopping Cart~product detail page~Home~product detail page~Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information~product detail page~Home~Shipping Information~Frequently Asked Questions~product detail page,Y,form_friction|indecision
Home~product detail page~Home~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~product detail page~Shopping Cart~Checkout Your Information~Payment Method,Y,indecision
Home~product detail page~Home~product detail page~Home~product detail page~Store search results~product detail page~Store search results,Y,indecision
Page Unavailable~Home~product detail page~Store search results,Y,technical_issue
Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart~Checkout Your Information~Payment Method~Checkout Your Information~Payment Method~Checkout Review,Y,payment_friction
Page Unavailable~Home~product detail page~Page Unavailable~Shopping Cart~Page Unavailable,Y,technical_issue
Home~product detail page~The Google Merchandise Store - Log In~Home~product detail page~Home~product detail page~Home~The Google Merchandise Store - My Account~product detail page~The Google Merchandise Store - My Account~Home,Y,indecision
Home~product detail page~Frequently Asked Questions~Store search results~product detail page~Store search results~product detail page~Shopping Cart~Frequently Asked Questions~product detail page~Shopping Cart~The Google Merchandise Store - Log In,Y,indecision
The Google Merchandise Store - Log In~Shopping Cart~product detail page,N,
Home~product detail page~Home~The Google Merchandise Store - Log In~Home~Frequently Asked Questions~product detail page,N,
Shopping Cart~Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~The Google Merchandise Store - Register~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information~Payment Method~Checkout Review,N,
Home~product detail page~Shopping Cart~Terms of Use~Frequently Asked Questions,Y,price_shock
Home~product detail page~Store search results~Shopping Cart~Store search results~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information~Payment Method~product detail page~Home,Y,payment_friction
Home~product detail page~Store search results~Home~Store search results~product detail page~Home~product detail page~Home~product detail page,Y,indecision
product detail page~Shopping Cart~The Google Merchandise Store - Log In~Checkout Your Information~Payment Method~Checkout Your Information,Y,form_friction
Home~Frequently Asked Questions~Home~product detail page~Store search results~product detail page~Shopping Cart~Store search results~Shopping Cart~The Google Merchandise Store - Log In~Home~product detail page~Shopping Cart~Home~Shopping Cart~Checkout Your Information~Store search results,Y,form_friction|indecision
product detail page~Store search results~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart~Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~product detail page,Y,account_blocked|indecision
product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information~Payment Method~Shopping Cart~product detail page,Y,form_friction|payment_friction
product detail page~Store search results~product detail page~Store search results~product detail page~Store search results~product detail page~Store search results,Y,search_struggle
Shopping Cart~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information~Payment Method,N,
Home~The Google Merchandise Store - Log In~Home~product detail page~Shopping Cart~Checkout Your Information~Home~Frequently Asked Questions,Y,price_shock
product detail page~Home~product detail page~Return Policy~product detail page~Shipping Information~Home~product detail page~Home,Y,indecision
product detail page~The Google Merchandise Store - Log In~Home~Store search results,N,
Home~product detail page~Store search results~product detail page~Shopping Cart~product detail page~Shopping Cart,Y,indecision
Home~product detail page~Home~product detail page~The Google Merchandise Store - Log In~Store search results~product detail page~Home~Store search results~Home~product detail page,Y,indecision
product detail page~Home~Shopping Cart~Home~Shopping Cart~Home~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart~The Google Merchandise Store - Log In,Y,account_blocked|form_friction
Home~product detail page~Shopping Cart~Home~The Google Merchandise Store - Log In,Y,price_shock
Home~Page Unavailable~product detail page~The Google Merchandise Store - My Account~Frequently Asked Questions~The Google Merchandise Store - My Account~product detail page,Y,technical_issue
product detail page~Home~product detail page~Home~Shopping Cart~Home~product detail page~Home~product detail page~Home~product detail page~Home~Frequently Asked Questions~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information,Y,form_friction|indecision
Home~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Checkout Your Information~Payment Method~Home~Shopping Cart~Home~The Google Merchandise Store - My Account,Y,indecision|payment_friction
Home~Shopping Cart~The Google Merchandise Store - My Account~Home~product detail page~Shopping Cart~Checkout Your Information~Payment Method~Shopping Cart~Checkout Your Information~Payment Method~Checkout Review~Home,Y,form_friction|payment_friction
Home~Shipping Information~Frequently Asked Questions~product detail page~Shopping Cart~The Google Merchandise Store - Log In,N,
Home~product detail page~Shopping Cart~Checkout Your Information~Payment Method~Page Unavailable,Y,payment_friction|technical_issue
Home~product detail page~Home~Store search results~product detail page~Home~Store search results~product detail page,N,
Home~product detail page~Frequently Asked Questions~Shopping Cart~product detail page,N,
Home~product detail page~Return Policy~Shipping Information~Home,N,
Page Unavailable~product detail page~Store search results~product detail page~Store search results,Y,technical_issue
Home~product detail page~Home~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Clearance Sale~product detail page~Shopping Cart~Checkout Your Information,Y,indecision
Home~product detail page~Home~product detail page~Spring Sale~product detail page,N,
Home~Frequently Asked Questions~Shipping Information~product detail page~Shipping Information~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart~Checkout Your Information~Payment Method,N,
Home~product detail page~Home~Shopping Cart~Home~Shopping Cart~The Google Merchandise Store - Log In~The Google Merchandise Store - Register~The Google Merchandise Store - Log In~The Google Merchandise Store - Register,Y,account_blocked
Shopping Cart~Home~Shopping Cart~product detail page~Home,N,
Home~Store search results~product detail page~Store search results~product detail page~Home~Store search results~Shopping Cart~product detail page,N,
Home~product detail page~Store search results~product detail page~Store search results~Home~Store search results,Y,search_struggle
product detail page~Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~product detail page~Home~Shopping Cart~Checkout Your Information~product detail page,Y,form_friction|indecision
product detail page~Store search results~product detail page~Store search results~product detail page~Store search results~product detail page,Y,search_struggle
Home~Shopping Cart~product detail page~Shopping Cart~product detail page~Store search results~Shopping Cart,Y,indecision
Page Unavailable~Home~product detail page~Shopping Cart~product detail page~Store search results~product detail page,Y,technical_issue
Home~product detail page~Store search results~Page Unavailable~Terms of Use,Y,technical_issue
Home~product detail page~The Google Merchandise Store - Log In~Home~product detail page~Store search results~Page Unavailable,Y,technical_issue
Page Unavailable~Store search results~product detail page~Page Unavailable,Y,technical_issue
product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~Home~Shopping Cart~product detail page~Shopping Cart~Home~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page,Y,indecision
Shopping Cart~product detail page~Shopping Cart~Home~product detail page~Shopping Cart~product detail page~Shopping Cart~The Google Merchandise Store - Log In,Y,indecision
Shopping Cart~product detail page~Shopping Cart~product detail page~Home~Shopping Cart~Checkout Your Information~Payment Method,Y,indecision
Home~product detail page~Shopping Cart~Home~Shopping Cart~The Google Merchandise Store - Log In,N,
Home~product detail page~Shopping Cart~product detail page~Shopping Cart~Checkout Your Information~Payment Method~Frequently Asked Questions~Home~Shopping Cart~Checkout Your Information~Payment Method,Y,form_friction|payment_friction
